ID,Excerpt,Flesch-Kincaid Grade Level,Flesch Reading Ease,Automated Readability Index,SMOG,Dale Chall,Uncorrected LLM Average,Corrected LLM Average
454,"The king of the north once said to himself, ""I am master of the country of ice and snow, but what is that if I cannot be ruler of the land of sunshine and flowers? I am no king if I fear the king of the south. The northwind shall bear my icy breath. Bird and beast shall quiver and tremble with cold. I myself will call in the voice of the thunder, and this ruler of the south, his king of summer, shall yield to my power.""
The land of the south was ever bright and sunny, but all at once the sky grew dark, and the sun hid himself in fear. Black storm-clouds came from the north. An icy wind blew over the mountains. It wrestled with the trees of the southland, and even the oaks could not stand against its power. Their roots were tough and strong, but they had to yield, and the fallen trees lay on the earth and wailed in sorrow as the cruel storm-wind and rain beat upon them.",5.219454545,88.98918182,6.263522727,3.1291,6.124346364,9,6
6259,"Lycidas and I tumbled in on the back seat, each with a child in his lap to keep us warm; I was flanked by Sam Perry, and he by John Rich, both of the mercurial age, and therefore good to do errands. Harry was in front somewhere flanked in likewise, and the twelve other children lay in miscellaneously between, like sardines when you have first opened the box. I had invited Lycidas, because, besides being my best friend, he is the best fellow in the world, and so deserves the best Christmas eve can give him. Under the full moon, on the snow still white, with sixteen children at the happiest, and with the blessed memories of the best the world has ever had, there can be nothing better than two or three such hours.
""First, driver, out on Commonwealth Avenue. That will tone down the horses. Stop on the left after you have passed Fairfield Street."" So we dashed up to the front of Haliburton's palace, where he was keeping his first Christmas tide. And the children, whom Harry had hushed down for a square or two, broke forth with good full voice under his strong lead in",8.272529313,75.13493579,10.45369626,9.150863308,7.272306588,10.2,7.2
2074,"In astronomy, the Geocentric model (also known as Geocentrism, or the Ptolemaic system) is a superseded description of the universe, where the Earth is at the center of all the celestial bodies. This model served as the predominant cosmological system in many ancient civilizations such as ancient Greece including the noteworthy systems of Aristotle (see Aristotelian physics) and Ptolemy. As such, they believed that the Sun, Moon, stars, and naked eye planets circled Earth.
Two commonly made observations supported the idea that Earth was the center of the Universe. The stars, the sun, and planets appear to revolve around Earth each day, making Earth the center of that system. The stars were thought to be on a celestial sphere, with the Earth at its center, that rotated each day, using a line through the north and south pole as an axis. The stars closest to the equator appeared to rise and fall the greatest distance, but each star circled back to its rising point each day.",12.21158348,49.74933735,13.69340792,13.70705065,9.758993632,10.8,7.8
479,"Four boys were standing in the pilot house of a sturdily built and splendidly equipped motor boat that was being rolled and tossed by the, waves driven from the Gulf of Mexico before a southerly wind. Great banks of fog were rolling inland before the wind--fog so thick it was scarcely possible to see a boat's length ahead.
The boys were all dressed in suits of oil skins under which might have been seen neat khaki Boy Scout Uniforms. If their jackets had been exposed one might have distinguished medals that betokened membership in the Beaver Patrol, Boy Scouts of America. Other insignia indicated to the initiated that the boys had won distinction and were entitled to the honors in Seamanship, Life Saving, Stalking and Signaling. On the jacket of the one addressed as ""Jack"" were insignia that betokened his rank as Scout Master and also as Star Scout. These had been won by sheer merit.
All four were manly young fellows of about seventeen and, though young, their faces gave evidence of alert natures thoroughly reliable and ready for any emergency.",11.11217033,55.91407967,12.66686813,13.0238668,10.14391099,11,8
6639,"Then again came that look of determination, and when Dagmar slipped down the stairs she carried the telescope and her crochetted hand bag. Her velvet tarn sat jauntily on those wonderful yellow curls, and her modern cape flew gracefully out, just showing the least fold of her best chiffon blouse. Dagmar wore strickly American clothes, selected in rather good taste, and they attracted much attention in the streets of Flosston.
Once clear of the long brown building, through which spots of light now struck the night, out of those desperate rows and rows of machine-made windows, Dagmar made her way straight to the corner, then turned straight again to another long narrow street, her very steps corresponding to that painful directness of line and plan, common to towns made by mill-owners for their employees. Even the stars, now pricking their way through the blue, seemed to throw down straight lines of light on Flosston; nothing varied the mechanical exactness, and monotonous squares and angles of streets, buildings, and high board fences.",14.51642105,51.90094737,19.90859649,14.26529262,9.949779064,11.4,8.4
7414,"At 4:15 there was an attack ""simultaneously"" by British and German destroyers which resulted in a lively fight, but no damage to any of the capital ships. Yet the possibilities of such torpedo attacks were so evident, here and later in the battle, that the destroyer at once attained a greater value as an auxiliary of the battleship. It should also be noted that German submarines were reported present at this stage, but they accomplished nothing against the screened fighting ships. A British airplane had been sent up from a mother ship just before the engagement, though Admiral Beatty reports that it was forced to fly low on account of the clouds, and had a hard task ""to identify four enemy light cruisers."" There was apparently no chance of a wide observation that would have warned Admiral Beatty of the approaching German High Seas Fleet. In this short hour were concentrated many new problems of naval warfare.",13.02901274,48.25672505,14.63333333,14.06817629,9.560736093,12.6,9.6
3903,"What Shakespeare is to literature, Michelangelo to sculpture, and Rembrandt to portrait-painting, Johann Sebastian Bach is to organ-music. He was the greatest organist of his time, and his equal has not yet been produced, though nearly three hundred years have passed since his death. ""The organ reached perfection at the hands of Bach,"" says Haweis. As a composer for the organ, Bach stands secure--his position is at the head, and is absolutely unassailable.
In point of temperament and disposition Bach bears a closer resemblance to Michelangelo than to either of the others whose names I have mentioned. He was stern, strong, self-contained, and so deeply religious that he was not only a Christian but a good deal of a pagan as well. A homely man was Bach--quiet, simple in tastes and blunt in speech.
The earnest way in which this plain, unpretentious man focused upon his life-work and raised organ-music to the highest point of art must command the sincere admiration of every lover of honest endeavor.
Bach was so great that he had no artistic jealousy, no whim, and when harshly and unjustly criticized he did not concern himself enough with the quibblers to reply. He made neither apologies nor explanations.",10.63057426,54.82506931,12.40653465,12.85755635,10.11020218,11,8
6568,"The city—which was the original London—is the most ancient. It was founded long before the days of the Romans; so long, in fact, that its origin is wholly unknown. Nor is any thing known in respect to the derivation or meaning of the name. In regard to Westminster, the name is known to come from the word minster, which means cathedral—a cathedral church having been built there at a very early period, and which, lying west of London as it did, was called the West Minster. This church passed through a great variety of mutations during the lapse of successive centuries, having grown old, and been rebuilt, and enlarged, and pulled down, and rebuilt again, and altered, times and ways without number. It is represented in the present age by the venerable monumental pile—the burial-place of the ancient kings, and of the most distinguished nobles, generals, and statesmen of the English monarchy—known through all the world as Westminster Abbey.",12.25946541,54.36768868,15.22188679,13.0238668,9.817000629,12,9
2577,"Corals in the Red Sea have to handle higher temperatures, yet they seem to grow and do just fine. The Red Sea is a very warm sea compared to other places. There, summer temperatures can reach up to 34°C, while other ocean waters may reach around 29–32°C. Interestingly, corals in the Red Sea are not only living in higher temperatures but also in higher salinity, or the amount of salt in water, for example, in seawater. You can find a range of different salinities in the ocean, depending on the region. The Red Sea has some of the highest levels of salt. Salinity is a measure of the amount of salt in the water, and the Red Sea has some of the world's highest salt levels. That is why we started wondering whether salinity could be a piece of the puzzle and the ability to live in high salinity one of the secrets of the strong Red Sea corals?
To answer this and other questions related to coral bleaching, scientists often use a coral model organism, which means an animal that is easier to study than corals but at the same time is very similar to corals.",10.49692047,58.79138184,10.19540891,11.85546408,8.489346249,8.6,5.6
3546,"Only a few of the 18,000 students in the school system wore the black armbands. Only five students were suspended for wearing them. There is no indication that the work of the schools or any class was disrupted. Outside the classrooms, a few students made hostile remarks to the children wearing armbands, but there were no threats or acts of violence on school premises.
The District Court concluded that the action of the school authorities was reasonable because it was based upon their fear of a disturbance from the wearing of the armbands. But, in our system, undifferentiated fear or apprehension of disturbance is not enough to overcome the right to freedom of expression. Any departure from absolute regimentation may cause trouble. Any variation from the majority's opinion may inspire fear. Any word spoken, in class, in the lunchroom, or on the campus, that deviates from the views of another person may start an argument or cause a disturbance.",10.15031447,53.75616352,11.0718239,12.4579756,9.279559119,12,9
2695,"A Secure Digital card (SD card) is a kind of memory card. Such cards are often used to store images or data in digital cameras. As of 2008, different capacities between 4 Megabytes and 32 gigabytes have been made. The card has a rectangular design, but one edge is chipped off. This means that the cards cannot be inserted into the cameras (or other devices) the wrong way.
There are different kinds of cards:
Those labeled SD, with capacities up to 2 GB
Those labeled SDHC, with capacities between 4GB and 32GB
Those labeled SDXC, with capacities of up to 2 TB (largest made is currently 512GB or 200 GB for MicroSD).
SD and SDHC are not compatible, but devices that accept SDHC also accept SD cards. The interface of SDHC and SDXC cards is the same, but SDXC uses a different file system. Some devices (for example the Wii) that originally shipped only with support for SD can be made to support SDHC with a firmware update.",9.600714286,59.47761905,9.182440476,12.65034379,11.14153333,9.6,6.6
3699,"She had no powder but found in her grandfather's room a lump of magnesia, which he was in the habit of taking for heartburn, and passed it over and over her brown face and hands. Then a lingering gaze into her small mirror gave her joy at last; she yearned so hard to see herself charming that she did see herself so. Admiration came, and she told herself that she was more attractive to look at than she had ever been in her life, and that, perhaps, at last she might begin to be sought for like other girls. The little glass showed a sort of prettiness in her thin, unmatured young face; tripping dance tunes ran through her head, her feet keeping the time — ah, she did so hope to dance often that night! Perhaps — perhaps she might be asked for every number. And so, wrapping an old waterproof cloak about her, she took her grandfather's arm and sallied forth, with high hopes in her beating heart.",10.50142857,69.64357143,12.87841176,10.50422373,7.281014286,11,8
1985,"Data visualization or data visualization is viewed by many disciplines as a modern equivalent of visual communication. It involves the creation and study of the visual representation of data, meaning ""information that has been abstracted in some schematic form, including attributes or variables for the units of information"".
A primary goal of data visualization is to communicate information clearly and efficiently via statistical graphics, plots and information graphics. Numerical data may be encoded using dots, lines, or bars, to visually communicate a quantitative message. Effective visualization helps users analyze and reason about data and evidence. It makes complex data more accessible, understandable and usable. Users may have particular analytical tasks, such as making comparisons or understanding causality, and the design principle of the graphic (i.e., showing comparisons or showing causality) follows the task. Tables are generally used where users will look up a specific measurement, while charts of various types are used to show patterns or relationships in the data for one or more variables.",15.51757576,16.4630303,15.02612121,16.45884131,12.96716667,11.8,8.8
2933,"Back in time, humans and any other animal on Earth needed to eat. Food consisted of fruits and cereals, which are rich in carbohydrates. Carbohydrates are our main nutrients still today. As its name says, they are formed basically of Carbon atoms bounded to Hydrogen and also to Oxygen atoms. Glucose is one of the simplest carbohydrates, known and has 6 atoms of Carbon, 12 of Hydrogen, and 6 of Oxygen. Many carbohydrates (glucose, sucrose, lactose, etc.) are sweet, and for this reason they are also known as sugars. The second most important nutrient for early humans was probably protein, and hunting/fishing wild animals was the best way to get protein. Lipids, vitamins and minerals, and other nutrients needed to keep early humans alive were obtained from the vegetable/fruit and animal foods. But there is one thing missing—actually the most important one—water. A relevant point for this article is the way Homo drank water before and after fire discovery. Before fire was discovered, humans obviously had to drink water that was at ""room"" temperature, but after they discovered fire, humans were able to prepare hot drinks.
The ability to heat water probably made eating more enjoyable for early humans.",10.24432161,48.88060688,10.27088133,12.63568444,9.791339428,9,6
7044,"The children laughed again, and Mollie said: ""Poor Mrs. Tomkins, I would look for a new house if I were you—you do have such meddlesome neighbors! Then she took the hen off, and Mrs. Tomkins picked up one of the kittens. ""Mrs. Tomkins gave a sharp ‘m-i-e-o-u,'
as if to say, ‘what do you think of that?'""
The children's mama was sitting in the library reading when the old cat came in, with a kitten in her mouth. She put it softly down, went out, and soon returned with another. She kept on doing this until she had moved all her family of five kittens. Then she settled herself in a cozy corner, and looked at the lady, and purred in this way: ""If you only knew how much trouble I have had with that bad old hen, you would let me and my children stay here.""
The lady laughed and said: ""I will see what I can do for you.""
Just then the children came in and begged to have the kittens stay. So a new home was made for them in a box in the woodhouse.",4.956170213,87.43333333,5.493865248,6.4273556,6.597290071,6.6,3.6
5761,"One day a stray dog came to the house; and John gave him a part of his dinner. The dog liked the attention so well, that he stayed near the house, and would not be driven off. Every day John gave him what he could spare.
One day, John said to him, ""Doggie, what is your name? Is it Fido? Is it Frisk? Is it Nero? Is it Nap? Is it Tiger? Is it Toby? Is it Plato? Is it Pomp?""
When John uttered the word ""Pomp,"" the dog began to bark; and John said, ""Well, sir, then your name shall be Pomp."" Then John began to play with him, and found that Pomp was not only acquainted with a good many tricks, but was quick to learn new ones.
Pomp would walk on his hind-legs better than any dog that John ever saw. Pomp would let John dress him up in an old coat and a hat; and would sit on a chair, and hold the reins that were put in his paws, just as if he were a coachman.",2.121322514,100.0025363,1.947299724,5.6027917,6.98920221,6,3
5950,"Master William Horner came to our village to school when he was about eighteen years old: tall, lank, straight-sided, and straight-haired, with a mouth of the most puckered and solemn kind. His figure and movements were those of a puppet cut out of shingle and jerked by a string; and his address corresponded very well with his appearance. Never did that prim mouth give way before a laugh. A faint and misty smile was the widest departure from its propriety, and this unaccustomed disturbance made wrinkles in the flat, skinny cheeks like those in the surface of a lake, after the intrusion of a stone. Master Horner knew well what belonged to the pedagogical character, and that facial solemnity stood high on the list of indispensable qualifications. He had made up his mind before he left his father's house how he would look during the term. He had not planned any smiles (knowing that he must ""board round""), and it was not for ordinary occurrences to alter his arrangements; so that when he was betrayed into a relaxation of the muscles, it was ""in such a sort"" as if he was putting his bread and butter in jeopardy",12.42627706,56.35227273,14.7404329,12.28987398,8.548360317,13.2,10.2
5948,"Her little hands were almost numbed with cold. Oh! a match might afford her a world of comfort, if she only dared take a single one out of the bundle, draw it against the wall, and warm her fingers by it. She drew one out. ""Rischt!"" how it blazed, how it burnt! It was a warm, bright flame, like a candle, as she held her hands over it: it was a wonderful light. It seemed really to the little maiden as though she were sitting before a large iron stove, with burnished brass feet and a brass ornament at top. The fire burned with such blessed influence; it warmed so delightfully. The little girl had already stretched out her feet to warm them too; but—the small flame went out, the stove vanished: she had only the remains of the burnt-out match in her hand.
She rubbed another against the wall: it burned brightly, and where the light fell on the wall, there the wall became transparent like a veil, so that she could see into the room.",6.746666667,81.72079096,8.733502825,8.167268649,7.020610734,9.6,6.6
7349,"Let the world know that as George Washington fought for democracy as a right to America and Thomas Jefferson proclaimed it as a necessity to mankind, while Lincoln made it his creed of emancipation for all color and all climes—so, too, Wilson fights for democracy as a right of the whole world. The promise of Wilson to ""make the world safe for democracy"" is no threat to make the world take democracy. It is but the assurance of the effort to give to the world its chance to take democracy. This war of America is the announcement that we, by our entrance into the conflict, will prevent any despot from depriving any people of the right to exercise their free will in rejecting despotism and choosing democracy. The United States does not fight to force any Government to adopt the theory of our Government, nor does the United States fight to force any foreign people to take our form of government against any form of government they may choose for themselves. But America does fight to prevent any foreign Government from thwarting any land from enjoying democracy if it so wills by the voice of its own people.",15.45676768,43.02181818,16.93106061,15.47004243,8.861936364,12.4,9.4
2882,"Kwesi's parents were Papa and Maame. Maame always advised her son, ""Don't swim in any river or sea because it is dangerous."" 
During the school vacation, Kweku Twum travelled to Simpa (Winneba). He went to spend the holiday with his uncle, Kobina Amfo who was a very good fisherman. Kobina Amfo had many canoes at Simpa. 
When Kweku Twum returned from Simpa, he visited his friend Kwesi Gyasi. He told Kwesi about his experiences and enjoyment, especially swimming in the sea! 
Kwesi was interested and wished he had travelled with Kweku to the sea. 
One afternoon, the two friends decided to swim in the village stream. They went out when nobody was watching. 
As soon as they got to the stream, Kweku Twum jumped into the water with a splash. He called Kwesi Gyasi to join him but he did not. He remembered his mother's advice. 
But Kweku finally convinced his friend to swim. They really enjoyed themselves in the water. 
It was getting late and the sun was setting. Kweku told Kwesi to get ready to go home. He got out of the water, dried himself and put on his clothes. Kwesi was still in the water.",5.041887294,77.4758134,5.189617225,8.205008267,8.220505423,5,2
6756,"Alice was the youngest of the Parlin family. When Grandma Read called the children into the kitchen, and told them about their new little sister, Susy danced for joy; and Prudy, in her delight, opened the cellar door, and fell down the whole length of the stairs. However, she rolled as softly as a pincushion, and was not seriously hurt.
""But you can't go into mother's room,"" said Susy, ""you're crying so hard.""
""Poh!"" replied three-years-old Prudy, twinkling off the tears; ""yes, I can neither. I won't go crying in! I didn't hurt me velly bad. I'm weller now!""
So she had the first peep at the wee dot of a baby in the nurse's arms.
""O, dear, dear,"" said she, ""what shall I do? I are so glad! I wish I could jump clear up to the sky of this room! How do you do, little sister?""
The baby made no reply.
""Why! don't you love me? This is me: my name's Prudy. I've got a red pocket dress;—Santa Claw bringed it.""
Still the little stranger paid no heed,—only winked her small, bright eyes, and at last closed them entirely.",3.622678883,87.98932955,4.392414194,6.937597517,7.552287551,5.8,2.8
5296,"After getting warm and eating a good dinner, she cheered up wonderfully. And when Mrs. Fay put on her a woolen sacque and mittens and some thick shoes, she looked so happy and thankful that Annie was quite delighted.
When Annie saw her grandmother, the next day, and told her what was done with the apple, the kind old lady said, ""That was right. I am very glad you gave it to her. If she is a nice child I would like to have her live with me. I cannot move about much, and for some time I have wanted to find a handy little girl to wait on me.""
And when Annie next went to her grandmother's house, there was the little girl, neatly dressed, and fast losing the sad look she had on her face when they met her that cold day.",5.852222222,85.165,6.540833333,7.16862163,6.612702778,6,3
4867,"The annular space between the two vessels is filled with water to the same level as the solution in the receiver, and the latter is provided with suitable pipes or coils, in which steam is caused to circulate for the purpose of raising the solution of the desired temperature, and effecting the digesting process. At the same time any steam generated collects in the upper part of the boiler, and maintains an equal pressure within the whole apparatus. The arrangement is shown clearly. Within the boiler is placed the receiver, of pottery, lead, or other material, leaving an annular space between it and the boiler; this space is filled with water. The receiver is furnished with a series of pipes, in which steam or hot water circulates, to heat the charge to the desired temperature. These pipes may be arranged either in coils or vertically. The latter are provided with inner return pipes, so that any condensed water accumulating at the bottom may be forced up the inner pipes by the steam pressure and escape at the top.",12.35860353,51.74859551,13.80231942,13.92517568,9.954105457,12.6,9.6
2488,"There are some obvious differences between the rivers and caves inhabited by the different populations of A. mexicanus. Perhaps the most obvious is the lack of light in the caves, which are hidden from sunlight. The constant temperature in caves and the lack of sunlight prevents plant growth, which would normally form the bottom of the food chain. The two major sources of nutrition within the caves are probably bat droppings and nutrients that are swept into the caves during seasonal flooding.
The lack of light has another significant effect on cave inhabitants: eyes are not particularly useful. We believe that, when fish were first trapped in caves, those with smaller eyes were more likely to survive and produce offspring because smaller eyes helped them to save energy. After many generations, survival of fish with smaller eyes eventually resulted in fish that completely lack functional eyes. Mexican cavefish and other organisms that lost their eyes this way rely on their other senses instead, like smell, taste, or sensing waterflow. Scientists wonder whether eye loss, and the changes in other senses that accompany eye loss, influence the amount of sleep cave-dwelling fish need.",11.59770833,49.90979167,13.93963542,13.5591,10.36916458,10.6,7.6
4803,"Hard necessity has kept some great writers from doing their best work, but Mr. Stevenson is at last so firmly established that if he continues to be versatile it will only be from choice. He has attained a popularity such as is, as a rule, only accorded to classic authors or to charlatans. For this he has America to thank rather than Britain, for the Americans buy his books, the only honor a writer's admirers are slow to pay him. Mr. Stevenson's reputation in the United States is creditable to that country, which has given him a position here in which only a few saw him when he left. Unfortunately, with popularity has come publicity. All day the reporters sit on his garden wall.
No man has written in a finer spirit of the profession of letters than Mr. Stevenson, but this gossip vulgarizes it. The adulation of the American public and of a little band of clever literary dandies in London, great in criticism, of whom he has become the darling, has made Mr. Stevenson complacent, and he always tended perhaps to be a thought too fond of his velvet coat.",9.716231061,56.49051136,8.713053977,12.24349002,8.203026705,12.8,9.8
3199,"It was fast approaching the time when mamas and papas call children for clean ups. It was time for children to wave goodbye to friends. It was getting to the dreaded bedtime. The sun was not moving. He stubbornly remained rooted at the same spot. Normally the shadows would grow longer, the later it got. But on that day, the shadows did not grow any longer. The sun refused to go to bed. Below, children were still playing, laughing, skipping and jumping, although it was long past their playtime. Parents, being parents, looked with worry at their watches. They were puzzled. What should they do? The clocks showed it was past playtime, but the sun still stood at playtime! In faraway villages, parents were saying, ""Children it is time for bed."" And children, being children, responded, ""But the sun is still shining brightly."" Mammas and pappas looked at each other. Then they looked up to the sky and wondered, ""Should we send our children to bed? It is late, but the sun is still at the midday spot.""",4.110486891,83.20564295,5.450343321,6.4273556,7.852719226,5,2
3054,"In the end, it was Japan that brought the United States into the war. The United States was the only nation standing against complete Japanese control of the Pacific Ocean. One way it did this was through economic sanctions against Japan. Japan was so angry that in 1941 it launched a brutal surprise attack against American naval bases at Pearl Harbor in Hawaii. After the attack, the United States finally entered the Second World War.
The government quickly began to encourage the American people to support the war effort. Factories had to produce lots of weapons, food, uniforms, and other materials for soldiers. There were major operations in both the Atlantic and Pacific ""theatres,"" which meant that American industries literally fueled two wars at the same time. The war effort produced many social and economic consequences. Many people moved from the rural South to the industrial North for jobs faster than ever before. New opportunities opened for women who were encouraged to work in factories and hospitals to support the war. The economy got a huge boost from all of this wartime production.",10.21760929,48.96936475,10.02811475,12.31105499,9.224812568,9.6,6.6
6708,"It was the beginning of a new term in the school. New officers had succeeded the old ones, or the position of the latter had been materially changed. The members of the order of the Knights of the Golden Fleece found themselves scattered by the new arrangement. Not less than a dozen of them had been transferred to the consort, while Tom Perth, the leading spirit of the runaways, had attained to the dignity of second master of the ship, more by his natural abilities than by any efforts he had made to win a high place. As yet he had found no opportunity to arrange a plan for further operations with his confederates, for Mr. Fluxion, the vice-principal, was in the charge of the schooner, and his eyes and ears were always open. The return of the tourists from their excursion restored the routine on board of the vessels.",9.759142857,63.261,10.57348571,11.49170426,8.699490476,9,6
